"SpellID"	"ProcTypeMask1"	"ProcTypeMask2"	"ProcChance"	"CumulativeAura"
"1255278"	"2446676"	"0"	"101"	"0"
"1255460"	"0"	"4"	"101"	"8"
"1255707"	"0"	"4"	"101"	"0"
"1256813"	"2446352"	"32"	"101"	"0"
"1256896"	"2446676"	"32"	"101"	"0"
"1258338"	"0"	"4"	"100"	"0"
"1259124"	"2446608"	"0"	"101"	"0"
"1259314"	"2446608"	"0"	"101"	"0"
"1259886"	"0"	"4"	"101"	"0"
"1259922"	"0"	"4"	"100"	"0"
"1260269"	"0"	"4"	"101"	"3"
"1260279"	"0"	"4"	"101"	"2"
"1260511"	"0"	"4"	"100"	"0"
"1260619"	"0"	"4"	"101"	"0"
"1260667"	"0"	"4"	"101"	"3"
"1260680"	"0"	"4"	"100"	"0"
"1260874"	"0"	"4"	"101"	"0"
"1261564"	"0"	"4"	"101"	"0"
"1261697"	"0"	"4"	"100"	"0"
"1261703"	"2446676"	"32"	"100"	"0"
"1262112"	"340"	"36"	"101"	"0"
"1262380"	"340"	"36"	"101"	"0"
"1262381"	"340"	"36"	"101"	"0"
"1262382"	"340"	"36"	"101"	"0"
"1262435"	"0"	"4"	"100"	"0"
"1262442"	"0"	"4"	"100"	"0"
"1262512"	"2446676"	"16"	"101"	"0"
"1262603"	"0"	"4"	"100"	"0"
"1262628"	"0"	"4"	"101"	"0"
"1262667"	"0"	"4"	"100"	"0"
"1262755"	"2114560"	"4"	"101"	"0"
"1262830"	"0"	"4"	"101"	"2"
"1262843"	"0"	"4"	"100"	"0"
"1263782"	"0"	"4"	"101"	"0"
"1263920"	"0"	"4"	"101"	"0"
"1264096"	"0"	"4"	"101"	"0"
"1264290"	"0"	"4"	"100"	"0"
"1264680"	"0"	"4"	"101"	"2"
"1264688"	"0"	"4"	"101"	"0"
"1264691"	"0"	"4"	"101"	"0"
"1264801"	"0"	"4"	"101"	"0"
"1264802"	"0"	"4"	"101"	"0"
"1264804"	"0"	"4"	"101"	"0"
"1264826"	"0"	"4"	"100"	"0"
"1264829"	"0"	"4"	"100"	"0"
"1264841"	"0"	"4"	"101"	"0"
"1264847"	"0"	"4"	"101"	"0"
"1264902"	"0"	"4"	"100"	"0"
"1264946"	"0"	"4"	"100"	"0"
"1265129"	"0"	"4"	"20"	"0"
"1265574"	"0"	"4"	"101"	"0"
"1265632"	"0"	"4"	"101"	"0"
"1265633"	"0"	"4"	"101"	"0"
"1265637"	"0"	"4"	"101"	"0"
"1265639"	"0"	"4"	"101"	"1"
"1265640"	"0"	"4"	"101"	"1"
"1265855"	"0"	"4"	"101"	"0"
"1265932"	"0"	"4"	"101"	"0"
"1265959"	"0"	"4"	"101"	"0"
"1265967"	"0"	"4"	"101"	"0"
"1265968"	"0"	"4"	"101"	"0"
"1265993"	"0"	"4"	"101"	"0"
"1266072"	"149247316"	"32"	"101"	"0"
"1266077"	"149247316"	"32"	"101"	"0"
"1266078"	"149247316"	"32"	"101"	"0"
"1266308"	"0"	"4"	"101"	"3"
"1266330"	"0"	"4"	"0"	"0"
"1266497"	"0"	"4"	"100"	"0"
"1266500"	"0"	"4"	"100"	"0"
"1266708"	"0"	"4"	"101"	"0"
"1267120"	"0"	"4"	"101"	"0"
"1267203"	"0"	"4"	"101"	"0"
"1269300"	"0"	"4"	"101"	"20"
"1269322"	"0"	"4"	"101"	"1"
"1269355"	"0"	"4"	"101"	"1"
"1269614"	"0"	"4"	"101"	"0"
"1270087"	"2446608"	"0"	"100"	"0"
"1270350"	"0"	"4"	"101"	"0"
"1270450"	"0"	"4"	"101"	"0"
"1270476"	"0"	"4"	"100"	"0"
"1271199"	"0"	"4"	"101"	"1"
"1271374"	"0"	"4"	"101"	"1"
"1271383"	"0"	"4"	"101"	"6"
"1271390"	"0"	"4"	"101"	"1"
"1271398"	"0"	"4"	"101"	"1"
"1271400"	"0"	"4"	"101"	"1"
"1271436"	"0"	"4"	"101"	"6"
"1271702"	"0"	"4"	"100"	"0"
"1271896"	"0"	"4"	"101"	"0"
"1271904"	"0"	"4"	"101"	"1"
"1271907"	"0"	"4"	"101"	"1"
"1271909"	"0"	"4"	"101"	"1"
"1271910"	"0"	"4"	"101"	"1"
"1271911"	"0"	"4"	"101"	"1"
"1271912"	"0"	"4"	"101"	"1"
"1271918"	"0"	"4"	"101"	"0"
"1271974"	"0"	"4"	"101"	"0"
"1271975"	"0"	"4"	"101"	"1"
"1272143"	"0"	"4"	"100"	"0"
"1272298"	"0"	"4"	"101"	"5"
"1272453"	"0"	"4"	"100"	"0"
"1272609"	"0"	"4"	"101"	"0"
"1272694"	"0"	"4"	"100"	"0"
"1272756"	"0"	"4"	"101"	"0"
"1273058"	"0"	"4"	"101"	"1"
"1274308"	"149247318"	"36"	"5"	"0"
"1276163"	"0"	"4"	"100"	"0"
"1276700"	"0"	"4"	"101"	"0"
"1277302"	"0"	"4"	"101"	"0"
"1279302"	"0"	"4"	"100"	"0"
"1279599"	"2446608"	"0"	"101"	"0"
"1280591"	"2446676"	"0"	"101"	"0"
"1287613"	"0"	"4"	"101"	"0"
"1288599"	"0"	"4"	"101"	"0"
"1290864"	"0"	"4"	"101"	"0"
"1291484"	"0"	"4"	"100"	"2"
"1291705"	"2446676"	"32"	"101"	"0"
"1291765"	"536870912"	"4"	"101"	"0"
"1292114"	"2446676"	"32"	"101"	"0"
"1294329"	"0"	"4"	"101"	"0"
"1295445"	"2446676"	"0"	"101"	"0"
"1296604"	"0"	"4"	"101"	"0"
"1296609"	"0"	"4"	"15"	"0"
"1296642"	"0"	"4"	"100"	"0"
"1296687"	"0"	"4"	"100"	"0"
"1296881"	"2446608"	"0"	"101"	"0"
"1298085"	"2446608"	"0"	"101"	"0"
"1299991"	"0"	"4"	"101"	"5"
"1301286"	"0"	"4"	"101"	"0"
"1301638"	"0"	"4"	"101"	"1"
"1302758"	"0"	"4"	"101"	"99"
"1305682"	"0"	"4"	"101"	"0"
"1305683"	"0"	"4"	"101"	"0"
"1305684"	"0"	"4"	"101"	"0"
"1306161"	"0"	"4"	"101"	"1"
"1306162"	"0"	"4"	"101"	"1"
"1310461"	"0"	"4"	"101"	"1"
"1311122"	"332116"	"36"	"101"	"0"
